locus_tag,gene_name,product,gene_category,annotation_quality,organism_name,annotation_types,expression_edge_count,significant_up_count,significant_down_count,closest_ortholog_group_size,closest_ortholog_genera,cluster_membership_count,cluster_types,numeric_metric_count,boolean_metric_count,categorical_metric_count,gene_summary,function_description,all_identifiers,numeric_metric_types_observed,boolean_metric_types_observed,categorical_metric_types_observed,compartments_observed,derived_metric_count,derived_metric_value_kinds
PMM0565,dnaA,chromosomal replication initiator protein,Replication and repair,3,Prochlorococcus MED4,go_bp | go_mf | go_cc | pfam | cog_category | kegg | brite | cyanorak_role | tigr_role,27,3,1,13.0,Prochlorococcus | Synechococcus,2,condition_comparison | diel,0,0,0,dnaA :: chromosomal replication initiator protein :: it binds specifically double-stranded DNA at a 9 bp consensus (dnaA box) 5^-TTATC CA A CA A-3^. DnaA binds to ATP and to acidic phospholipids,it binds specifically double-stranded DNA at a 9 bp consensus (dnaA box) 5^-TTATC CA A CA A-3^. DnaA binds to ATP and to acidic phospholipids,CK_Pro_MED4_00565 | TX50_RS03015 | WP_011132199.1,,,,,0,
PMM0568,yrbG,cation:H+ antiporter,Transport,3,Prochlorococcus MED4,go_bp | go_mf | go_cc | pfam | cog_category | kegg | brite | cyanorak_role | tigr_role,26,7,1,13.0,Prochlorococcus | Synechococcus,2,condition_comparison | diel,0,0,0,yrbG :: cation:H+ antiporter :: calcium sodium proton antiporter,calcium sodium proton antiporter,CK_Pro_MED4_00568 | Q7V2B3 | TX50_RS03030 | WP_011132202.1,,,,,0,
PMM0570,ndhL,NADH dehydrogenase I subunit NdhL,Carbohydrate metabolism,3,Prochlorococcus MED4,go_bp | go_mf | go_cc | pfam | cog_category | kegg | brite | ec | cyanorak_role | tigr_role,19,1,0,13.0,Prochlorococcus | Synechococcus,2,condition_comparison | diel,0,0,0,"ndhL :: NADH dehydrogenase I subunit NdhL :: electron donor, via FMN and iron-sulfur (Fe-S) centers, to quinones in the respiratory and or the photosynthetic chain. The immediate electron acceptor for the enzyme in this species is believed to be plastoquinone. Couples the redox reaction to proton translocation, and thus conserves the redox energy in a proton gradient. Cyanobacterial NDH-1 also plays a role in inorganic carbon- concentration","electron donor, via FMN and iron-sulfur (Fe-S) centers, to quinones in the respiratory and or the photosynthetic chain. The immediate electron acceptor for the enzyme in this species is believed to be plastoquinone. Couples the redox reaction to proton translocation, and thus conserves the redox energy in a proton gradient. Cyanobacterial NDH-1 also plays a role in inorganic carbon- concentration",CK_Pro_MED4_00570 | TX50_RS03045 | WP_011132204.1,,,,,0,
PMM0611,glmU,bifunctional N-acetylglucosamine-1-phosphate uridyltransferase/glucosamine-1-phosphate acetyltransferase,Cell wall and membrane,3,Prochlorococcus MED4,go_bp | go_mf | go_cc | pfam | cog_category | kegg | brite | ec | cyanorak_role | tigr_role,24,3,0,13.0,Prochlorococcus | Synechococcus,3,condition_comparison | diel | time_course,0,0,0,"glmU :: bifunctional N-acetylglucosamine-1-phosphate uridyltransferase/glucosamine-1-phosphate acetyltransferase :: Catalyzes the last two sequential reactions in the de novo biosynthetic pathway for UDP-N-acetylglucosamine (UDP- GlcNAc). The C-terminal domain catalyzes the transfer of acetyl group from acetyl coenzyme A to glucosamine-1-phosphate (GlcN-1-P) to produce N-acetylglucosamine-1-phosphate (GlcNAc-1-P), which is converted into UDP-GlcNAc by the transfer of uridine 5- monophosphate (from uridine 5-triphosphate), a reaction catalyzed by the N-terminal domain","Catalyzes the last two sequential reactions in the de novo biosynthetic pathway for UDP-N-acetylglucosamine (UDP- GlcNAc). The C-terminal domain catalyzes the transfer of acetyl group from acetyl coenzyme A to glucosamine-1-phosphate (GlcN-1-P) to produce N-acetylglucosamine-1-phosphate (GlcNAc-1-P), which is converted into UDP-GlcNAc by the transfer of uridine 5- monophosphate (from uridine 5-triphosphate), a reaction catalyzed by the N-terminal domain",CK_Pro_MED4_00611 | TX50_RS03250 | WP_011132245.1,,,,,0,
PMM0614,comB,2-phosphosulpholactate phosphatase,Carbohydrate metabolism,3,Prochlorococcus MED4,go_mf | pfam | cog_category | kegg | brite | ec | cyanorak_role | tigr_role,28,4,1,13.0,Prochlorococcus | Synechococcus,2,condition_comparison | diel,0,0,0,comB :: 2-phosphosulpholactate phosphatase :: Belongs to the ComB family,Belongs to the ComB family,CK_Pro_MED4_00614 | TX50_RS03265 | WP_036930866.1,,,,,0,
PMM0617,murI,glutamate racemase,Cell wall and membrane,3,Prochlorococcus MED4,go_bp | go_mf | pfam | cog_category | kegg | brite | ec | cyanorak_role | tigr_role,17,2,0,13.0,Prochlorococcus | Synechococcus,2,condition_comparison | diel,0,0,0,murI :: glutamate racemase :: Provides the (R)-glutamate required for cell wall biosynthesis,Provides the (R)-glutamate required for cell wall biosynthesis,CK_Pro_MED4_00617 | Q7TUC4 | TX50_RS03280 | WP_011132251.1,,,,,0,
PMM0618,sds,solanesyl diphosphate synthase,Coenzyme metabolism,3,Prochlorococcus MED4,go_bp | go_mf | pfam | cog_category | kegg | brite | ec | cyanorak_role | tigr_role,39,8,2,13.0,Prochlorococcus | Synechococcus,2,condition_comparison | diel,6,0,0,sds :: solanesyl diphosphate synthase :: Belongs to the FPP GGPP synthase family,Belongs to the FPP GGPP synthase family,CK_Pro_MED4_00618 | Q7V268 | TX50_RS03285 | WP_011132252.1,damping_ratio | diel_amplitude_protein_log2 | diel_amplitude_transcript_log2 | peak_time_protein_h | peak_time_transcript_h | protein_transcript_lag_h,,,whole_cell,6,numeric
PMM0635,mscS,"small-conductance mechanosensitive ion channel, MscS family",Transport,3,Prochlorococcus MED4,go_bp | go_mf | go_cc | pfam | cog_category | kegg | brite | cyanorak_role | tigr_role,24,3,2,9.0,Prochlorococcus | Synechococcus,3,condition_comparison | diel | time_course,0,0,0,"mscS :: small-conductance mechanosensitive ion channel, MscS family :: Small mechanosensitive ion channel",Small mechanosensitive ion channel,CK_Pro_MED4_00635 | Q7V252 | TX50_RS03370 | WP_011132269.1,,,,,0,
PMM0637,fur,ferric uptake regulator,Stress response and adaptation,3,Prochlorococcus MED4,go_bp | go_mf | pfam | cog_category | kegg | brite | cyanorak_role | tigr_role,30,7,0,13.0,Prochlorococcus | Synechococcus,3,condition_comparison | diel | time_course,0,0,0,fur :: ferric uptake regulator :: Belongs to the Fur family,Belongs to the Fur family,CK_Pro_MED4_00637 | Q7V250 | TX50_RS03380 | WP_011132271.1,,,,,0,
PMM0646,cbiX,sirohydrochlorin cobaltochelatase,Coenzyme metabolism,3,Prochlorococcus MED4,go_mf | pfam | cog_category | kegg | brite | ec | cyanorak_role | tigr_role,24,2,1,13.0,Prochlorococcus | Synechococcus,2,condition_comparison | diel,0,0,0,cbiX :: sirohydrochlorin cobaltochelatase :: Alternative locus ID,Alternative locus ID,CK_Pro_MED4_00646 | TX50_RS03425 | WP_225866771.1,,,,,0,
PMM0650,,conserved hypothetical protein,Unknown,1,Prochlorococcus MED4,cog_category | cyanorak_role | tigr_role,16,2,0,7.0,Prochlorococcus | Synechococcus,2,condition_comparison | diel,0,0,0,conserved hypothetical protein :: Alternative locus ID,Alternative locus ID,CK_Pro_MED4_00650 | TX50_RS03445 | WP_036930967.1,,,,,0,
PMM0664,,conserved hypothetical protein,Post-translational modification,1,Prochlorococcus MED4,pfam | cog_category | tigr_role,27,1,1,13.0,Prochlorococcus | Synechococcus,2,condition_comparison | diel,0,0,0,conserved hypothetical protein :: Cyanobacteria-specific chaperone containing DNAJ domain fused to a membrane domain,Cyanobacteria-specific chaperone containing DNAJ domain fused to a membrane domain,CK_Pro_MED4_00664 | Q7V227 | TX50_RS03535 | WP_011132298.1,,,,,0,
PMM0667,,conserved hypothetical protein,Unknown,1,Prochlorococcus MED4,pfam | cog_category | tigr_role,27,4,2,13.0,Prochlorococcus | Synechococcus,2,condition_comparison | diel,0,0,0,conserved hypothetical protein :: Alternative locus ID,Alternative locus ID,CK_Pro_MED4_00667 | Q7V224 | TX50_RS03550 | WP_011132301.1,,,,,0,
PMM0670,tesA,SGNH hydrolase superfamily protein,Lipid metabolism,3,Prochlorococcus MED4,go_bp | go_mf | pfam | cog_category | cyanorak_role | tigr_role,24,6,0,14.0,Prochlorococcus | Synechococcus,2,condition_comparison | diel,0,0,0,tesA :: SGNH hydrolase superfamily protein :: Alternative locus ID,Alternative locus ID,CK_Pro_MED4_00670 | Q7V221 | TX50_RS03565 | WP_011132304.1,,,,,0,
PMM0683,purK,N5-carboxyaminoimidazole ribonucleotide synthetase monomer,Nucleotide metabolism,3,Prochlorococcus MED4,go_bp | go_mf | go_cc | pfam | cog_category | kegg | brite | ec | cyanorak_role | tigr_role,27,1,0,13.0,Prochlorococcus | Synechococcus,2,condition_comparison | diel,0,0,0,purK :: N5-carboxyaminoimidazole ribonucleotide synthetase monomer :: Catalyzes the ATP-dependent conversion of 5-aminoimidazole ribonucleotide (AIR) and HCO(3)(-) to N5-carboxyaminoimidazole ribonucleotide (N5-CAIR). ; FUNCTION: Catalyzes the ATP-dependent conversion of 5-aminoimidazole ribonucleotide (AIR) and HCO(3)- to N5-carboxyaminoimidazole ribonucleotide (N5-CAIR),Catalyzes the ATP-dependent conversion of 5-aminoimidazole ribonucleotide (AIR) and HCO(3)(-) to N5-carboxyaminoimidazole ribonucleotide (N5-CAIR). ; FUNCTION: Catalyzes the ATP-dependent conversion of 5-aminoimidazole ribonucleotide (AIR) and HCO(3)- to N5-carboxyaminoimidazole ribonucleotide (N5-CAIR),CK_Pro_MED4_00683 | Q7V208 | TX50_RS03630 | WP_011132317.1,,,,,0,
PMM0684,,conserved hypothetical protein (DUF1651),Unknown,1,Prochlorococcus MED4,pfam | cog_category | cyanorak_role | tigr_role,28,9,0,7.0,Prochlorococcus,4,condition_comparison | diel | time_course,0,0,0,conserved hypothetical protein (DUF1651) :: Alternative locus ID,Alternative locus ID,CK_Pro_MED4_00684 | TX50_RS03635 | WP_036930839.1,,,,,0,
PMM0685,,conserved hypothetical protein,Unknown,1,Prochlorococcus MED4,cog_category | cyanorak_role | tigr_role,19,10,0,14.0,Prochlorococcus | Synechococcus,2,condition_comparison | time_course,0,0,0,conserved hypothetical protein :: Alternative locus ID,Alternative locus ID,CK_Pro_MED4_00685 | Q7V207 | TX50_RS09270 | WP_011132319.1,,,,,0,
PMM0687,,conserved hypothetical protein,Unknown,1,Prochlorococcus MED4,cog_category | cyanorak_role | tigr_role,19,9,2,12.0,Prochlorococcus | Synechococcus,3,condition_comparison | diel | time_course,0,0,0,conserved hypothetical protein :: Alternative locus ID,Alternative locus ID,CK_Pro_MED4_00687 | Q7V205 | TX50_RS03645 | WP_011132321.1,,,,,0,
PMM0689,hli,high light inducible protein,Stress response and adaptation,3,Prochlorococcus MED4,go_bp | go_cc | pfam | cog_category | cyanorak_role | tigr_role,28,12,2,4.0,Prochlorococcus,3,condition_comparison | diel | time_course,0,0,0,hli :: high light inducible protein :: Alternative locus ID,Alternative locus ID,CK_Pro_MED4_00689 | Q7V204 | TX50_RS09275 | WP_011132323.1 | hli22,,,,,0,
PMM0690,hli,high light inducible protein,Stress response and adaptation,2,Prochlorococcus MED4,go_bp | go_cc | cyanorak_role | tigr_role,26,13,0,24.0,Prochlorococcus,3,condition_comparison | diel | time_course,0,0,0,hli :: high light inducible protein :: -,,CK_Pro_MED4_00690 | Q7V203 | TX50_RS03675 | WP_011132324.1 | hli21,,,,,0,
PMM0693,,possible Hepatitis C virus envelope glycoprote,Unknown,2,Prochlorococcus MED4,,19,1,1,1.0,Prochlorococcus,2,condition_comparison | diel,0,0,0,possible Hepatitis C virus envelope glycoprote,,CK_Pro_MED4_00693 | Q7TUB8 | TX50_RS03700 | WP_011132327.1,,,,,0,
PMM0695,,Glutamine amidotransferase class-I,Post-translational modification,3,Prochlorococcus MED4,go_mf | go_cc | pfam | cog_category | kegg | brite | ec | tigr_role,24,2,0,10.0,Prochlorococcus | Synechococcus,2,condition_comparison | diel,0,0,0,Glutamine amidotransferase class-I :: glutamine amidotransferase,glutamine amidotransferase,CK_Pro_MED4_00695 | Q7V1Z9 | TX50_RS03710 | WP_011132329.1,,,,,0,
PMM0697,,possible uncharacterized conserved secreted protein,Unknown,2,Prochlorococcus MED4,cog_category | cyanorak_role | tigr_role,33,10,2,4.0,Prochlorococcus,2,condition_comparison | diel,0,0,0,possible uncharacterized conserved secreted protein :: Alternative locus ID,Alternative locus ID,CK_Pro_MED4_00697 | Q7V1Z7 | TX50_RS03720 | WP_011132331.1,,,,,0,
PMM0698,,conserved hypothetical protein,Unknown,1,Prochlorococcus MED4,cog_category | cyanorak_role | tigr_role,20,7,1,4.0,Prochlorococcus,2,condition_comparison | diel,0,0,0,conserved hypothetical protein :: Alternative locus ID,Alternative locus ID,CK_Pro_MED4_00698 | Q7V1Z6 | TX50_RS03725 | WP_011132332.1,,,,,0,
PMM0704,,"potassium ion channel, VIC family",Stress response and adaptation,3,Prochlorococcus MED4,go_bp | go_mf | go_cc | pfam | cog_category | kegg | brite | cyanorak_role | tigr_role,27,4,1,13.0,Prochlorococcus | Synechococcus,2,condition_comparison | diel,0,0,0,"potassium ion channel, VIC family :: VIC family",VIC family,CK_Pro_MED4_00704 | Q7V1Z0 | TX50_RS03760 | WP_011132338.1,,,,,0,
PMM0707,,uncharacterized conserved secreted protein,Unknown,1,Prochlorococcus MED4,cog_category | cyanorak_role | tigr_role,24,3,0,4.0,Prochlorococcus,2,condition_comparison | diel,0,0,0,uncharacterized conserved secreted protein :: Alternative locus ID,Alternative locus ID,CK_Pro_MED4_00707 | Q7TUB7 | TX50_RS03775 | WP_011132341.1,,,,,0,
PMM0709,som,outer membrane porin,Stress response and adaptation,3,Prochlorococcus MED4,go_bp | go_mf | go_cc | pfam | kegg | brite | cyanorak_role | tigr_role,33,10,0,56.0,Prochlorococcus | Synechococcus,2,condition_comparison | diel,0,0,0,som :: outer membrane porin :: -,,CK_Pro_MED4_00709 | Q7V1Y6 | TX50_RS03785 | WP_011132343.1,,,,,0,
PMM0714,arsR,"bacterial regulatory protein, ArsR family",Stress response and adaptation,3,Prochlorococcus MED4,go_bp | go_mf | go_cc | pfam | cog_category | kegg | brite | cyanorak_role | tigr_role,20,6,1,10.0,Prochlorococcus | Synechococcus,2,condition_comparison | diel,0,0,0,"arsR :: bacterial regulatory protein, ArsR family :: Alternative locus ID",Alternative locus ID,CK_Pro_MED4_00714 | TX50_RS03810 | WP_225866772.1,,,,,0,
PMM0715,,conserved hypothetical protein,Unknown,0,Prochlorococcus MED4,cyanorak_role | tigr_role,29,3,2,4.0,Prochlorococcus,2,condition_comparison | diel,0,0,0,conserved hypothetical protein :: -,,CK_Pro_MED4_00715 | Q7V1Y0 | TX50_RS03820 | WP_011132349.1,,,,,0,
PMM0719,,conserved hypothetical protein (DUF3764),Unknown,1,Prochlorococcus MED4,pfam | cog_category | cyanorak_role | tigr_role,35,7,0,14.0,Prochlorococcus | Synechococcus,3,condition_comparison | diel | time_course,0,0,0,conserved hypothetical protein (DUF3764) :: Alternative locus ID,Alternative locus ID,CK_Pro_MED4_00719 | Q7V1X7 | TX50_RS03840 | WP_011132353.1,,,,,0,
PMM0721,,possible Myosin N-terminal SH3-like domain,Unknown,2,Prochlorococcus MED4,cog_category,29,4,0,2.0,Prochlorococcus,2,condition_comparison | diel,0,0,0,possible Myosin N-terminal SH3-like domain :: Myosin N-terminal SH3-like domain,Myosin N-terminal SH3-like domain,CK_Pro_MED4_00721 | Q7TUB4 | TX50_RS03855 | WP_011132355.1,,,,,0,
PMM0723,pstC,ABC-type phosphate transport system permease component,Stress response and adaptation,3,Prochlorococcus MED4,go_bp | go_mf | go_cc | pfam | cog_category | kegg | brite | cyanorak_role | tigr_role,29,3,1,13.0,Prochlorococcus | Synechococcus,2,condition_comparison | diel,0,0,0,pstC :: ABC-type phosphate transport system permease component :: Part of the binding-protein-dependent transport system for phosphate; probably responsible for the translocation of the substrate across the membrane,Part of the binding-protein-dependent transport system for phosphate; probably responsible for the translocation of the substrate across the membrane,CK_Pro_MED4_00723 | Q7V1X5 | TX50_RS03865 | WP_011132357.1 | phoW,,,,,0,
PMM0726,,uncharacterized conserved secreted protein,Unknown,1,Prochlorococcus MED4,cog_category | cyanorak_role | tigr_role,19,7,0,4.0,Prochlorococcus,3,condition_comparison | diel | time_course,0,0,0,uncharacterized conserved secreted protein :: Alternative locus ID,Alternative locus ID,CK_Pro_MED4_00726 | Q7V1X2 | TX50_RS03880 | WP_011132360.1,,,,,0,
PMM0729,lig,ATP-dependent DNA ligase,Replication and repair,3,Prochlorococcus MED4,go_bp | go_mf | pfam | cog_category | kegg | brite | ec | tigr_role,16,4,0,8.0,Prochlorococcus | Synechococcus,2,condition_comparison | diel,0,0,0,lig :: ATP-dependent DNA ligase :: Atp-dependent dna ligase,Atp-dependent dna ligase,CK_Pro_MED4_00729 | Q7V1X0 | TX50_RS03895 | WP_011132363.1,,,,,0,
PMM0730,,putative mRNA 3-end processing factor,Transcription,3,Prochlorococcus MED4,go_mf | pfam | cog_category | kegg | ec | cyanorak_role | tigr_role,16,5,0,8.0,Prochlorococcus | Synechococcus,2,condition_comparison | diel,0,0,0,putative mRNA 3-end processing factor :: exonuclease of the beta-lactamase fold involved in RNA processing,exonuclease of the beta-lactamase fold involved in RNA processing,CK_Pro_MED4_00730 | Q7V1W9 | TX50_RS03900 | WP_011132364.1,,,,,0,
PMM0731,,uncharacterized conserved membrane protein,Unknown,1,Prochlorococcus MED4,cog_category | cyanorak_role | tigr_role,21,7,3,4.0,Prochlorococcus,3,condition_comparison | diel | time_course,0,0,0,uncharacterized conserved membrane protein :: Alternative locus ID,Alternative locus ID,CK_Pro_MED4_00731 | Q7V1W8 | TX50_RS03905 | WP_011132365.1,,,,,0,
PMM0737,,conserved hypothetical protein,Unknown,1,Prochlorococcus MED4,cog_category | tigr_role,24,3,5,7.0,Prochlorococcus,3,condition_comparison | diel | time_course,0,0,0,conserved hypothetical protein :: Alternative locus ID,Alternative locus ID,CK_Pro_MED4_00737 | Q7V1W5 | TX50_RS03950 | WP_011132371.1,,,,,0,
PMM0739,,uncharacterized conserved metal-binding protein (DUF2103),Unknown,1,Prochlorococcus MED4,pfam | cog_category | cyanorak_role | tigr_role,19,4,2,13.0,Prochlorococcus | Synechococcus,2,condition_comparison | diel,0,0,0,uncharacterized conserved metal-binding protein (DUF2103) :: metal-binding protein (DUF2103),metal-binding protein (DUF2103),CK_Pro_MED4_00739 | Q7V1W3 | TX50_RS03965 | WP_011132373.1,,,,,0,
PMM0742,clpP1,"ATP-dependent Clp protease, protease subunit",Post-translational modification,3,Prochlorococcus MED4,go_bp | go_mf | go_cc | pfam | cog_category | kegg | brite | ec | cyanorak_role | tigr_role,31,6,0,13.0,Prochlorococcus | Synechococcus,3,condition_comparison | diel | time_course,6,0,0,"clpP1 :: ATP-dependent Clp protease, protease subunit :: Cleaves peptides in various proteins in a process that requires ATP hydrolysis. Has a chymotrypsin-like activity. Plays a major role in the degradation of misfolded proteins",Cleaves peptides in various proteins in a process that requires ATP hydrolysis. Has a chymotrypsin-like activity. Plays a major role in the degradation of misfolded proteins,CK_Pro_MED4_00742 | TX50_RS03980 | WP_275040643.1 | clpP,damping_ratio | diel_amplitude_protein_log2 | diel_amplitude_transcript_log2 | peak_time_protein_h | peak_time_transcript_h | protein_transcript_lag_h,,,whole_cell,6,numeric
