locus_tag,organism,genus,gene_name,product,gene_category,freq,best_rank,annotation_state,annotation_quality,ortholog_group_size,ortholog_genera,protein_id,has_seq
TX50_RS09500,Prochlorococcus MED4,Prochlorococcus,,hypothetical protein,Unknown,1,1.0,no_evidence,0,,,WP_157859397.1,True
sync_1494,Synechococcus CC9311,Synechococcus,sigI,"RNA polymerase sigma factor, type III (ECF-like)",Transcription,1,1.0,informative_multi,3,1.0,Synechococcus,WP_049750336.1,True
sync_2793,Synechococcus CC9311,Synechococcus,desC4,delta-9 fatty-acid desaturase DesC4,Stress response and adaptation,1,1.0,informative_multi,3,19.0,"Prochlorococcus, Synechococcus",WP_011620682.1,True
A9601_04211,Prochlorococcus AS9601,Prochlorococcus,hli,high light inducible protein,Stress response and adaptation,1,2.0,informative_multi,3,31.0,Prochlorococcus,WP_011817881.1,True
A9601_15761,Prochlorococcus AS9601,Prochlorococcus,,Hypothetical protein,Unknown,1,2.0,no_evidence,0,8.0,Prochlorococcus,,False
ACZ81_00265,Alteromonas macleodii HOT1A3,Alteromonas,rpmB,50S ribosomal protein L28,Translation,1,2.0,informative_multi,3,9.0,Alteromonas,WP_014947757.1,True
ACZ81_02530,Alteromonas macleodii HOT1A3,Alteromonas,,hypothetical protein,Unknown,1,2.0,no_evidence,0,,,WP_061439334.1,True
ACZ81_03035,Alteromonas macleodii HOT1A3,Alteromonas,,hypothetical protein,Unknown,1,2.0,no_evidence,0,9.0,Alteromonas,WP_044556911.1,True
ACZ81_04245,Alteromonas macleodii HOT1A3,Alteromonas,yhiI,HlyD family secretion protein,Cell wall and membrane,1,2.0,informative_multi,3,6.0,Alteromonas,WP_053103809.1,True
ACZ81_05065,Alteromonas macleodii HOT1A3,Alteromonas,flaA,flagellin N-terminal helical domain-containing protein,Cell motility,1,2.0,informative_multi,3,29.0,Alteromonas,WP_014975883.1,True
ACZ81_06975,Alteromonas macleodii HOT1A3,Alteromonas,bamE,outer membrane protein assembly factor BamE,Translation,1,2.0,informative_multi,3,10.0,Alteromonas,WP_012517879.1,True
ACZ81_15570,Alteromonas macleodii HOT1A3,Alteromonas,plsC,1-acylglycerol-3-phosphate O-acyltransferase,Lipid metabolism,1,2.0,informative_multi,3,10.0,Alteromonas,WP_061486484.1,True
ACZ81_15955,Alteromonas macleodii HOT1A3,Alteromonas,,porin family protein,Cell wall and membrane,1,2.0,informative_multi,3,8.0,Alteromonas,WP_061486522.1,True
ACZ81_16310,Alteromonas macleodii HOT1A3,Alteromonas,pspA,phage shock protein PspA,Transcription,1,2.0,informative_multi,3,9.0,Alteromonas,WP_014950724.1,True
ACZ81_16595,Alteromonas macleodii HOT1A3,Alteromonas,rutC,pyrimidine utilization protein C,Translation,1,2.0,informative_multi,3,8.0,Alteromonas,WP_061486583.1,True
ACZ81_16915,Alteromonas macleodii HOT1A3,Alteromonas,katB,catalase,Energy production,1,2.0,informative_multi,3,10.0,Alteromonas,WP_273070703.1,True
ACZ81_18755,Alteromonas macleodii HOT1A3,Alteromonas,,hypothetical protein,Unknown,1,2.0,no_evidence,0,8.0,Alteromonas,WP_014951188.1,True
ACZ81_19450,Alteromonas macleodii HOT1A3,Alteromonas,,C1 family peptidase,Post-translational modification,1,2.0,informative_multi,3,9.0,Alteromonas,WP_061486834.1,True
BL107_08129,Synechococcus sp. BL107,Synechococcus,psbO,photosystem II manganese-stabilizing protein PsbO,Photosynthesis,1,2.0,informative_multi,3,20.0,"Prochlorococcus, Synechococcus",WP_009788842.1,True
BL107_15760,Synechococcus sp. BL107,Synechococcus,pdhC,"pyruvate dehydrogenase complex, dihydrolipoamide acyltransferase (E2) component",Carbohydrate metabolism,1,2.0,informative_multi,3,20.0,"Prochlorococcus, Synechococcus",WP_037988489.1,True
DEH24_08275,Alteromonas (MarRef v6),Alteromonas,yhbH,ribosome hibernation promoting factor,Translation,1,2.0,informative_multi,3,10.0,Alteromonas,HBY39398.1,True
DEH24_11000,Alteromonas (MarRef v6),Alteromonas,gltD,glutamate synthase small subunit,Amino acid metabolism,1,2.0,informative_multi,3,10.0,Alteromonas,HBY39938.1,True
DEH24_13920,Alteromonas (MarRef v6),Alteromonas,yicC,YicC family protein,Unknown,1,2.0,informative_multi,3,9.0,Alteromonas,HBY40516.1,True
DEH24_14870,Alteromonas (MarRef v6),Alteromonas,infB,translation initiation factor IF-2,Translation,1,2.0,informative_multi,3,11.0,Alteromonas,HBY40704.1,True
EZ55_01931,Alteromonas macleodii EZ55,Alteromonas,proB,glutamate 5-kinase,Amino acid metabolism,1,2.0,informative_multi,3,10.0,Alteromonas,WP_156086388.1,True
EZ55_03366,Alteromonas macleodii EZ55,Alteromonas,,endonuclease/exonuclease/phosphatase family protein,Replication and repair,1,2.0,informative_multi,3,11.0,Alteromonas,WP_014949486.1,True
H6G84_02990,Synechococcus elongatus PCC 7942,Synechococcus,H6G84_RS02990,high light inducible protein,Unknown,1,2.0,informative_single,2,7.0,Synechococcus,WP_011244409.1,True
H6G84_05550,Synechococcus elongatus PCC 7942,Synechococcus,H6G84_RS05550,ammonium transporter,Inorganic ion transport,1,2.0,informative_multi,3,9.0,Synechococcus,WP_011377582.1,True
H6G84_07385,Synechococcus elongatus PCC 7942,Synechococcus,H6G84_RS07385,hypothetical protein,Unknown,1,2.0,no_evidence,0,,,WP_039755509.1,True
H6G84_11345,Synechococcus elongatus PCC 7942,Synechococcus,fldA,flavodoxin FldA,Energy production,1,2.0,informative_multi,3,5.0,Synechococcus,WP_011242314.1,True
HP15_1225,Marinobacter (MarRef v6),Marinobacter,yciK,YciK family oxidoreductase,Lipid metabolism,1,2.0,informative_multi,3,481.0,"Alteromonas, Marinobacter, Meiothermus, Prochlorococcus, Pseudomonas, Ruegeria, Shewanella, Synechococcus, Thermosynechococcus",WP_008171450.1,True
HP15_2025,Marinobacter (MarRef v6),Marinobacter,purC,phosphoribosylaminoimidazolesuccinocarboxamide synthase,Nucleotide metabolism,1,2.0,informative_multi,3,40.0,"Alteromonas, Marinobacter, Meiothermus, Prochlorococcus, Pseudomonas, Ruegeria, Shewanella, Synechococcus, Thermosynechococcus",WP_008169108.1,True
HP15_2184,Marinobacter (MarRef v6),Marinobacter,clpX,ATP-dependent Clp protease ATP-binding subunit ClpX,Post-translational modification,1,2.0,informative_multi,3,40.0,"Alteromonas, Marinobacter, Meiothermus, Prochlorococcus, Pseudomonas, Ruegeria, Shewanella, Synechococcus, Thermosynechococcus",WP_008174598.1,True
HP15_2191,Marinobacter (MarRef v6),Marinobacter,glnS,glutamine--tRNA ligase/YqeY domain fusion protein,Translation,1,2.0,informative_multi,3,76.0,"Alteromonas, Marinobacter, Meiothermus, Prochlorococcus, Pseudomonas, Ruegeria, Shewanella, Synechococcus, Thermosynechococcus",WP_014577525.1,True
HP15_2455,Marinobacter (MarRef v6),Marinobacter,mreB,rod shape-determining protein,Cell cycle and division,1,2.0,informative_multi,3,42.0,"Alteromonas, Marinobacter, Meiothermus, Prochlorococcus, Pseudomonas, Ruegeria, Shewanella, Synechococcus, Thermosynechococcus",WP_008170134.1,True
HP15_2913,Marinobacter (MarRef v6),Marinobacter,tkt1,transketolase,Carbohydrate metabolism,1,2.0,informative_multi,3,52.0,"Alteromonas, Marinobacter, Meiothermus, Prochlorococcus, Pseudomonas, Ruegeria, Shewanella, Synechococcus, Thermosynechococcus",WP_014578165.1,True
HP15_3067,Marinobacter (MarRef v6),Marinobacter,infB,translation initiation factor IF-2,Translation,1,2.0,informative_multi,3,39.0,"Alteromonas, Marinobacter, Meiothermus, Prochlorococcus, Pseudomonas, Ruegeria, Shewanella, Synechococcus, Thermosynechococcus",WP_014578292.1,True
HP15_3288,Marinobacter (MarRef v6),Marinobacter,trpE,anthranilate synthase component I,Amino acid metabolism,1,2.0,informative_multi,3,80.0,"Alteromonas, Marinobacter, Meiothermus, Prochlorococcus, Pseudomonas, Ruegeria, Shewanella, Synechococcus, Thermosynechococcus",WP_041646392.1,True
HP15_3349,Marinobacter (MarRef v6),Marinobacter,rubB,NAD(P)/FAD-dependent oxidoreductase,Energy production,1,2.0,informative_multi,3,30.0,"Alteromonas, Marinobacter, Meiothermus, Pseudomonas, Ruegeria, Synechococcus, Thermosynechococcus",WP_014578533.1,True
HP15_3389,Marinobacter (MarRef v6),Marinobacter,pstS,substrate-binding domain-containing protein,Inorganic ion transport,1,2.0,informative_multi,3,106.0,"Alteromonas, Marinobacter, Meiothermus, Prochlorococcus, Pseudomonas, Ruegeria, Shewanella, Synechococcus, Thermosynechococcus",WP_169702178.1,True
HP15_3673,Marinobacter (MarRef v6),Marinobacter,fhuA,TonB-dependent siderophore receptor,Inorganic ion transport,1,2.0,informative_multi,3,66.0,"Alteromonas, Marinobacter, Pseudomonas, Shewanella, Synechococcus",WP_041645841.1,True
HP15_376,Marinobacter (MarRef v6),Marinobacter,rpsG,30S ribosomal protein S7,Translation,1,2.0,informative_multi,3,39.0,"Alteromonas, Marinobacter, Meiothermus, Prochlorococcus, Pseudomonas, Ruegeria, Shewanella, Synechococcus, Thermosynechococcus",WP_008174847.1,True
HP15_381,Marinobacter (MarRef v6),Marinobacter,rplD,50S ribosomal protein L4,Translation,1,2.0,informative_multi,3,39.0,"Alteromonas, Marinobacter, Meiothermus, Prochlorococcus, Pseudomonas, Ruegeria, Shewanella, Synechococcus, Thermosynechococcus",WP_008174860.1,True
HP15_906,Marinobacter (MarRef v6),Marinobacter,aldH6A1,CoA-acylating methylmalonate-semialdehyde dehydrogenase,Energy production,1,2.0,informative_multi,3,200.0,"Alteromonas, Marinobacter, Meiothermus, Prochlorococcus, Pseudomonas, Ruegeria, Shewanella, Synechococcus, Thermosynechococcus",WP_008175948.1,True
M744_03660,Synechococcus elongatus UTEX 2973,Synechococcus,argF,ornithine carbamoyltransferase,Amino acid metabolism,1,2.0,informative_multi,3,7.0,Synechococcus,WP_011243902.1,True
M744_03840,Synechococcus elongatus UTEX 2973,Synechococcus,,hypothetical protein,Unknown,1,2.0,no_evidence,0,2.0,Synechococcus,WP_039755541.1,True
M744_10450,Synechococcus elongatus UTEX 2973,Synechococcus,ntrB,nitrate ABC transporter permease,Inorganic ion transport,1,2.0,informative_multi,3,6.0,Synechococcus,WP_011242626.1,True
M8001_05600,Pseudomonas putida KT2440,Pseudomonas,gltI,glutamate/aspartate ABC transporter substrate-binding protein,Amino acid metabolism,1,2.0,informative_multi,3,6.0,"Pseudomonas, Ruegeria",WP_049588510.1,True
M8001_21885,Pseudomonas putida KT2440,Pseudomonas,sucD,succinate--CoA ligase subunit alpha,Energy production,1,2.0,informative_multi,3,14.0,"Alteromonas, Pseudomonas, Ruegeria, Shewanella",WP_003254203.1,True
M8001_24155,Pseudomonas putida KT2440,Pseudomonas,tetD,helix-turn-helix domain-containing protein,Transcription,1,2.0,informative_multi,3,1.0,Pseudomonas,WP_010955269.1,True
MIT1002_01442,Alteromonas macleodii MIT1002,Alteromonas,bamE,outer membrane protein assembly factor BamE,Translation,1,2.0,informative_multi,3,10.0,Alteromonas,WP_012517879.1,True
MIT1002_02110,Alteromonas macleodii MIT1002,Alteromonas,tnpT,DNA-binding protein,Cell wall and membrane,1,2.0,informative_multi,3,3.0,"Alteromonas, Shewanella",WP_049588580.1,True
MIT1002_02782,Alteromonas macleodii MIT1002,Alteromonas,,hypothetical protein,Unknown,1,2.0,no_evidence,0,,,WP_014950161.1,True
MIT1002_03314,Alteromonas macleodii MIT1002,Alteromonas,,porin family protein,Cell wall and membrane,1,2.0,informative_multi,3,8.0,Alteromonas,WP_014980250.1,True
MIT1002_03321,Alteromonas macleodii MIT1002,Alteromonas,exaC,acetaldehyde dehydrogenase ExaC,Energy production,1,2.0,informative_multi,3,9.0,Alteromonas,WP_014950684.1,True
MIT1002_03508,Alteromonas macleodii MIT1002,Alteromonas,,DUF4212 domain-containing protein,Unknown,1,2.0,informative_single,2,10.0,Alteromonas,WP_039216401.1,True
MIT1002_04153,Alteromonas macleodii MIT1002,Alteromonas,,hypothetical protein,Unknown,1,2.0,no_evidence,0,3.0,Alteromonas,WP_049587402.1,True
NATL1_06171,Prochlorococcus NATL1A,Prochlorococcus,ycf52,uncharacterized acyl-CoA N-acetyltransferase,Transcription,1,2.0,informative_multi,3,20.0,"Prochlorococcus, Synechococcus",WP_011823344.1,True
NATL1_08781,Prochlorococcus NATL1A,Prochlorococcus,kpsD,polysaccharide biosynthesis/export family protein,Cell wall and membrane,1,2.0,informative_multi,3,10.0,"Prochlorococcus, Synechococcus",WP_011823581.1,True
P9301_10861,Prochlorococcus MIT9301,Prochlorococcus,,conserved hypothetical protein,Unknown,1,2.0,catch_all_only,1,9.0,Prochlorococcus,WP_011818521.1,True
P9301_17081,Prochlorococcus MIT9301,Prochlorococcus,,conserved hypothetical protein,Unknown,1,2.0,catch_all_only,1,9.0,Prochlorococcus,WP_011863625.1,True
P9303_02901,Prochlorococcus MIT9303,Prochlorococcus,,conserved hypothetical protein,Cellular processes,1,2.0,informative_multi,3,2.0,Prochlorococcus,WP_011824970.1,True
P9303_RS01390,Prochlorococcus MIT9303,Prochlorococcus,,tetratricopeptide repeat protein,Unknown,1,2.0,no_evidence,0,,,WP_041374669.1,True
PMM0202,Prochlorococcus MED4,Prochlorococcus,rplJ,50S ribosomal protein L10,Stress response and adaptation,1,2.0,informative_multi,3,20.0,"Prochlorococcus, Synechococcus",WP_011131841.1,True
PMM0251,Prochlorococcus MED4,Prochlorococcus,psbH,photosystem II reaction center protein PsbH,Photosynthesis,1,2.0,informative_multi,3,20.0,"Prochlorococcus, Synechococcus",WP_011131889.1,True
PMM0312,Prochlorococcus MED4,Prochlorococcus,rpsA1,30S ribosomal protein S1,Translation,1,2.0,informative_multi,3,20.0,"Prochlorococcus, Synechococcus",WP_011131949.1,True
PMM0476,Prochlorococcus MED4,Prochlorococcus,,conserved hypothetical protein,Unknown,1,2.0,catch_all_only,1,10.0,"Prochlorococcus, Synechococcus",WP_011132111.1,True
PMM0713,Prochlorococcus MED4,Prochlorococcus,gap3,glyceraldehyde-3-phosphate dehydrogenase,Stress response and adaptation,1,2.0,informative_multi,3,16.0,"Prochlorococcus, Synechococcus",WP_011132347.1,True
PMM0910,Prochlorococcus MED4,Prochlorococcus,ylmG1,cell division membrane protein YlmG1 (factor involved in shape determination),Cell cycle and division,1,2.0,informative_multi,3,20.0,"Prochlorococcus, Synechococcus",WP_011132543.1,True
PMM0915,Prochlorococcus MED4,Prochlorococcus,ispA,signal peptidase II,Post-translational modification,1,2.0,informative_multi,3,20.0,"Prochlorococcus, Synechococcus",WP_011132548.1,True
PMM1173,Prochlorococcus MED4,Prochlorococcus,,putative membrane protein,Cell wall and membrane,1,2.0,informative_multi,3,17.0,"Prochlorococcus, Synechococcus",WP_011132807.1,True
PMM1227,Prochlorococcus MED4,Prochlorococcus,rfe,UDP-N-acetylmuramyl pentapeptide phosphotransferase/UDP-N- acetylglucosamine-1-phosphate transferase,Cell wall and membrane,1,2.0,informative_multi,3,10.0,"Prochlorococcus, Synechococcus",WP_011132861.1,True
PMM1501,Prochlorococcus MED4,Prochlorococcus,rne,ribonuclease E,Transcription,1,2.0,informative_multi,3,20.0,"Prochlorococcus, Synechococcus",WP_011133129.1,True
PMM1502,Prochlorococcus MED4,Prochlorococcus,rnhB,ribonuclease HII,Transcription,1,2.0,informative_multi,3,20.0,"Prochlorococcus, Synechococcus",WP_011133130.1,True
PMM1537,Prochlorococcus MED4,Prochlorococcus,rpsM,30S ribosomal protein S13,Translation,1,2.0,informative_multi,3,20.0,"Prochlorococcus, Synechococcus",WP_011133165.1,True
PMM1658,Prochlorococcus MED4,Prochlorococcus,dnaX,"DNA polymerase III, gamma and tau subunits",Replication and repair,1,2.0,informative_multi,3,20.0,"Prochlorococcus, Synechococcus",WP_011133285.1,True
PMM1842,Prochlorococcus MED4,Prochlorococcus,,Hypothetical protein,Unknown,1,2.0,no_evidence,0,1.0,Prochlorococcus,,False
PMM1982,Prochlorococcus MED4,Prochlorococcus,,uncharacterized conserved membrane protein,Unknown,1,2.0,catch_all_only,1,9.0,Prochlorococcus,WP_225866754.1,True
PMM2003,Prochlorococcus MED4,Prochlorococcus,,Conserved hypothetical protein,Unknown,1,2.0,no_evidence,0,9.0,Prochlorococcus,WP_173028053.1,True
PMN2A_0435,Prochlorococcus NATL2A,Prochlorococcus,ptrA,"transcriptional phosphate regulator, Crp family",Stress response and adaptation,1,2.0,informative_multi,3,8.0,"Prochlorococcus, Synechococcus",WP_011294534.1,True
PMN2A_0439,Prochlorococcus NATL2A,Prochlorococcus,PMN2A_RS05210,probable alkaline phosphatase,Secondary metabolites,1,2.0,informative_multi,3,5.0,Prochlorococcus,WP_011294538.1,True
PMN2A_0509,Prochlorococcus NATL2A,Prochlorococcus,hli,high light inducible protein,Stress response and adaptation,1,2.0,informative_multi,3,12.0,Prochlorococcus,WP_011294349.1,True
PMN2A_0576,Prochlorococcus NATL2A,Prochlorococcus,PMN2A_RS05975,hypothetical protein,Unknown,1,2.0,catch_all_only,1,1.0,Prochlorococcus,WP_011125327.1,True
PMN2A_0581,Prochlorococcus NATL2A,Prochlorococcus,PMN2A_RS06010,conserved hypothetical protein,Unknown,1,2.0,catch_all_only,1,4.0,Prochlorococcus,WP_011294672.1,True
PMN2A_0713,Prochlorococcus NATL2A,Prochlorococcus,PMN2A_RS06735,conserved hypothetical protein,Unknown,1,2.0,no_evidence,0,5.0,Prochlorococcus,WP_225866300.1,True
PMN2A_0983,Prochlorococcus NATL2A,Prochlorococcus,atpF,ATP synthase subunit B,Photosynthesis,1,2.0,informative_multi,3,20.0,"Prochlorococcus, Synechococcus",WP_011295329.1,True
PMN2A_1881,Prochlorococcus NATL2A,Prochlorococcus,csoS2,carboxysome shell protein CsoS2,Photosynthesis,1,2.0,informative_multi,3,20.0,"Prochlorococcus, Synechococcus",WP_011294512.1,True
PMN2A_2004,Prochlorococcus NATL2A,Prochlorococcus,,conserved hypothetical protein,Unknown,1,2.0,no_evidence,0,4.0,Prochlorococcus,,False
PMN2A_2099,Prochlorococcus NATL2A,Prochlorococcus,,conserved hypothetical protein,Unknown,1,2.0,no_evidence,0,3.0,Prochlorococcus,,False
PMT0041,Prochlorococcus MIT9313,Prochlorococcus,,conserved hypothetical protein,Unknown,1,2.0,catch_all_only,1,15.0,"Prochlorococcus, Synechococcus",WP_011129420.1,True
PMT0651,Prochlorococcus MIT9313,Prochlorococcus,mrnC,ribonuclease III domain protein,Stress response and adaptation,1,2.0,informative_multi,3,20.0,"Prochlorococcus, Synechococcus",WP_011130030.1,True
PMT0950,Prochlorococcus MIT9313,Prochlorococcus,,conserved hypothetical protein,Unknown,1,2.0,informative_single,2,15.0,"Prochlorococcus, Synechococcus",WP_011130326.1,True
PMT0994,Prochlorococcus MIT9313,Prochlorococcus,phoB,two-component system response regulator RR class II (RRII)-CheY-OmpR,Stress response and adaptation,1,2.0,informative_multi,3,10.0,"Prochlorococcus, Synechococcus",WP_011130366.1,True
PMT1118,Prochlorococcus MIT9313,Prochlorococcus,,nif11-like leader peptide domain protein,Unknown,1,2.0,informative_single,2,6.0,"Prochlorococcus, Synechococcus",WP_011130490.1,True
PMT1223,Prochlorococcus MIT9313,Prochlorococcus,,hypothetical protein,Unknown,1,2.0,no_evidence,0,1.0,Prochlorococcus,WP_041384499.1,True
PMT1599,Prochlorococcus MIT9313,Prochlorococcus,,putative ATP-dependent protease,Regulatory functions,1,2.0,informative_multi,3,9.0,"Prochlorococcus, Synechococcus",,False
PMT1693,Prochlorococcus MIT9313,Prochlorococcus,,conserved hypothetical protein,Unknown,1,2.0,catch_all_only,1,20.0,"Prochlorococcus, Synechococcus",,False
PMT1733,Prochlorococcus MIT9313,Prochlorococcus,rplD,50S ribosomal protein L4,Translation,1,2.0,informative_multi,3,20.0,"Prochlorococcus, Synechococcus",WP_011131100.1,True
PMT1954,Prochlorococcus MIT9313,Prochlorococcus,psaC,photosystem I iron-sulfur center subunit VII PsaC,Photosynthesis,1,2.0,informative_multi,3,20.0,"Prochlorococcus, Synechococcus",WP_011131319.1,True
PMT2091,Prochlorococcus MIT9313,Prochlorococcus,rplL,50S ribosomal protein L7/L12,Stress response and adaptation,1,2.0,informative_multi,3,20.0,"Prochlorococcus, Synechococcus",WP_011131455.1,True
PMT9312_0768,Prochlorococcus MIT9312,Prochlorococcus,chlP,geranylgeranyl reductase,Coenzyme metabolism,1,2.0,informative_multi,3,20.0,"Prochlorococcus, Synechococcus",WP_011376323.1,True
PMT9312_1466,Prochlorococcus MIT9312,Prochlorococcus,,GAF domain-containing protein,Signal transduction,1,2.0,informative_multi,3,17.0,"Prochlorococcus, Synechococcus",WP_011377010.1,True
PMT9312_1790,Prochlorococcus MIT9312,Prochlorococcus,rpoD4,"RNA polymerase sigma factor, type II",Transcription,1,2.0,informative_multi,3,20.0,"Prochlorococcus, Synechococcus",WP_011377332.1,True
